,cathode,dischargeCurrent,massFlowRate,gas,orificeDiameter,orificeLength,insertDiameter,insertLength,upstreamPressurePoint,orificeTemperature,insertTemperatureAverage,insertTemperature,totalPressure,totalPressureError_p,totalPressureError_m,electronDensity,electronTemperature,plasmaPotential,reference,note
208,EK6,1.5,0.0573959703591498,Xe,0.13,0.71,1.17,25.4,500.0,1044.85,1044.85,,289.5455613126079,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
209,EK6,1.5,0.07174496294893724,Xe,0.13,0.71,1.17,25.4,500.0,1050.94,1050.94,,308.84914877868243,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
210,EK6,1.5,0.08609395553872469,Xe,0.13,0.71,1.17,25.4,500.0,1056.42,1056.42,,362.62182087342705,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
211,EK6,1.5,0.10044294812851214,Xe,0.13,0.71,1.17,25.4,500.0,1062.5,1062.5,,383.30327165062914,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
212,EK6,1.5,0.11766173923625707,Xe,0.13,0.71,1.17,25.4,500.0,,,,420.53108314828523,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
213,EK6,1.5,0.12914093330808704,Xe,0.13,0.71,1.17,25.4,500.0,1068.6,1068.6,,471.5457784357266,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
214,EK6,1.5,0.1434899258978745,Xe,0.13,0.71,1.17,25.4,500.0,1064.98,1064.98,,466.0313249444855,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
215,EK6,1.5,0.17218791107744938,Xe,0.13,0.71,1.17,25.4,500.0,1078.37,1078.37,,512.9101801134962,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
216,EK6,1.5,0.20088589625702427,Xe,0.13,0.71,1.17,25.4,500.0,1079.61,1079.61,,563.9248754009376,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
217,EK6,1.5,0.2295838814365992,Xe,0.13,0.71,1.17,25.4,500.0,1088.75,1088.75,,609.4251171971379,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
218,EK6,1.0,0.07174496294893724,Xe,0.13,0.71,1.17,25.4,500.0,938.69,938.69,,288.70924253639276,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
219,EK6,1.0,0.08609395553872469,Xe,0.13,0.71,1.17,25.4,500.0,944.78,944.78,,320.43835183814457,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
220,EK6,1.0,0.10044294812851214,Xe,0.13,0.71,1.17,25.4,500.0,952.68,952.68,,350.30130767332844,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
221,EK6,1.0,0.1147919407182996,Xe,0.13,0.71,1.17,25.4,500.0,958.16,958.16,,380.1635134468295,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
222,EK6,1.0,0.12914093330808704,Xe,0.13,0.71,1.17,25.4,500.0,965.46,965.46,,409.09264248704665,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
223,EK6,1.0,0.1434899258978745,Xe,0.13,0.71,1.17,25.4,500.0,971.54,971.54,,457.6193831729583,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
224,EK6,1.0,0.17218791107744938,Xe,0.13,0.71,1.17,25.4,500.0,980.68,980.68,,484.68235874660746,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
225,EK6,1.0,0.20088589625702427,Xe,0.13,0.71,1.17,25.4,500.0,991.63,991.63,,526.6760621761657,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
226,EK6,1.0,0.2295838814365992,Xe,0.13,0.71,1.17,25.4,500.0,998.34,998.34,,567.7374389341228,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
227,SC012,0.5,0.07067416937692436,Xe,0.13,0.5,1.8,25.4,500.0,,,,163.66045891931904,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
228,SC012,0.5,0.08593324682171907,Xe,0.13,0.5,1.8,25.4,500.0,,,,188.85653096471748,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
229,SC012,0.5,0.10038913940630044,Xe,0.13,0.5,1.8,25.4,500.0,,,,210.32029607698001,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
230,SC012,0.5,0.11457742327908227,Xe,0.13,0.5,1.8,25.4,500.0,,,,232.71713792252652,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
231,SC012,0.5,0.1287664246014936,Xe,0.13,0.5,1.8,25.4,500.0,,,,252.3147495682211,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
232,SC012,0.5,0.1434899258978745,Xe,0.13,0.5,1.8,25.4,500.0,,,,278.44464840858626,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
233,SC012,0.5,0.17507923308429157,Xe,0.13,0.5,1.8,25.4,500.0,,,,319.5052751048606,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
234,SC012,0.75,0.057556607331192465,Xe,0.13,0.5,1.8,25.4,500.0,,,,173.92580310880828,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
235,SC012,0.75,0.06853251048793563,Xe,0.13,0.5,1.8,25.4,500.0,,,,209.38721934369602,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
236,SC012,0.75,0.08405926838949283,Xe,0.13,0.5,1.8,25.4,500.0,,,,227.1179274611399,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
237,SC012,0.75,0.09958631327090184,Xe,0.13,0.5,1.8,25.4,500.0,,,,256.04780656303967,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
238,SC012,0.75,0.11618379299950897,Xe,0.13,0.5,1.8,25.4,500.0,,,,287.77616580310877,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
239,SC012,0.75,0.12983685944869175,Xe,0.13,0.5,1.8,25.4,500.0,,,,315.77221811004193,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
240,SC012,0.75,0.1418835561774478,Xe,0.13,0.5,1.8,25.4,500.0,,,,340.0359634838391,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
241,SC012,0.75,0.17293764594026578,Xe,0.13,0.5,1.8,25.4,500.0,,,,388.5619541080681,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
242,SC012,1.0,0.04095891236769647,Xe,0.13,0.5,1.8,25.4,500.0,,,,167.39351591413768,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
243,SC012,1.0,0.05648574201421663,Xe,0.13,0.5,1.8,25.4,500.0,,,,203.78800888230938,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
244,SC012,1.0,0.07040641717519892,Xe,0.13,0.5,1.8,25.4,500.0,,,,228.98483098939056,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
245,SC012,1.0,0.08459448581309191,Xe,0.13,0.5,1.8,25.4,500.0,,,,256.04780656303967,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
246,SC012,1.0,0.09985392198270138,Xe,0.13,0.5,1.8,25.4,500.0,,,,292.44229953121146,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
247,SC012,1.0,0.11323937972008459,Xe,0.13,0.5,1.8,25.4,500.0,,,,323.23833209967927,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
248,SC012,1.0,0.1279628810164655,Xe,0.13,0.5,1.8,25.4,500.0,,,,352.1674611398964,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
249,SC012,1.0,0.14268709976247587,Xe,0.13,0.5,1.8,25.4,500.0,,,,384.8296471749321,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
250,SC012,1.0,0.17347286336386486,Xe,0.13,0.5,1.8,25.4,500.0,,,,432.4225610658771,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
251,SC012,1.25,0.04176202548294688,Xe,0.13,0.5,1.8,25.4,500.0,,,,194.4557414261041,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
252,SC012,1.25,0.05487951578371582,Xe,0.13,0.5,1.8,25.4,500.0,,,,223.38562052800393,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
253,SC012,1.25,0.06960330405994852,Xe,0.13,0.5,1.8,25.4,500.0,,,,265.3793239575623,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
254,SC012,1.25,0.08405926838949283,Xe,0.13,0.5,1.8,25.4,500.0,,,,293.37537626449546,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
255,SC012,1.25,0.09824755226227466,Xe,0.13,0.5,1.8,25.4,500.0,,,,327.90446582778185,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
256,SC012,1.25,0.11377459714368365,Xe,0.13,0.5,1.8,25.4,500.0,,,,361.49972859610165,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
257,SC012,1.25,0.1287664246014936,Xe,0.13,0.5,1.8,25.4,500.0,,,,394.1611645694547,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
258,SC012,1.25,0.14268709976247587,Xe,0.13,0.5,1.8,25.4,500.0,,,,425.89027387120655,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
259,SC012,1.25,0.1724024285166667,Xe,0.13,0.5,1.8,25.4,500.0,,,,472.5508610905502,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
260,SC012,1.5,0.04176202548294688,Xe,0.13,0.5,1.8,25.4,500.0,,,,212.1871996052307,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
261,SC012,1.5,0.05595038110069166,Xe,0.13,0.5,1.8,25.4,500.0,,,,247.64861584011842,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
262,SC012,1.5,0.07201257166073678,Xe,0.13,0.5,1.8,25.4,500.0,,,,284.97693560325683,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
263,SC012,1.5,0.08459448581309191,Xe,0.13,0.5,1.8,25.4,500.0,,,,313.906064643474,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
264,SC012,1.5,0.09985392198270138,Xe,0.13,0.5,1.8,25.4,500.0,,,,353.1005378731804,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
265,SC012,1.5,0.11404220585548319,Xe,0.13,0.5,1.8,25.4,500.0,,,,385.7627239082161,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
266,SC012,1.5,0.12903403331329313,Xe,0.13,0.5,1.8,25.4,500.0,,,,417.4918332099679,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
267,SC012,1.5,0.14402514332147356,Xe,0.13,0.5,1.8,25.4,500.0,,,,458.5524599062423,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
268,SC012,1.5,0.17293764594026578,Xe,0.13,0.5,1.8,25.4,500.0,,,,506.14612385886994,,,,,,"M. T. Domonkos, ""Evaluation of low-current orificed hollow cathodes,"" University of Michigan, 1999.",Cathode Internal Pressure Under Various Operating Conditions Fig 3.29: Orifice plate temperature dependence on keeper type in a diode discharge Extracted from the overall plot; this data is for the EK6. The temperature data is the orifice plate temperature
269,Friedly,5.0,0.18,Xe,0.74,1.0,4.7,25.4,120.0,,931.05,,5.851,,,,,,"V. J. Friedly, ""Hollow cathode operation at high discharge currents"", M. Sc. Thesis, NASA CR-185238, 1990","Fig 30 p.65: Effects of discharge current and cathode configuration on cathode wall temperature Fig 33a p.69: Effects of discharge current and propellant flowrate on cathode internal pressure; Xenon cathode; 6.4 mm outer tube, 0.74 mm orifice diameter => 4.7 mm insert diameter; Lo is not specified so we set it as 1 mm; The cathode wall temperature is plotted with a single point for a flow rate; range of 180 to 550 mA; we consider that the wall temperature stays constant with flow rate (typically an acceptable assumption)."
270,Friedly,10.0,0.18,Xe,0.74,1.0,4.7,25.4,120.0,,1120.06,,8.803,,,,,,"V. J. Friedly, ""Hollow cathode operation at high discharge currents"", M. Sc. Thesis, NASA CR-185238, 1990","Fig 30 p.65: Effects of discharge current and cathode configuration on cathode wall temperature Fig 33a p.69: Effects of discharge current and propellant flowrate on cathode internal pressure; Xenon cathode; 6.4 mm outer tube, 0.74 mm orifice diameter => 4.7 mm insert diameter; Lo is not specified so we set it as 1 mm; The cathode wall temperature is plotted with a single point for a flow rate; range of 180 to 550 mA; we consider that the wall temperature stays constant with flow rate (typically an acceptable assumption)."
271,Friedly,15.0,0.18,Xe,0.74,1.0,4.7,25.4,120.0,,1320.81,,11.014,,,,,,"V. J. Friedly, ""Hollow cathode operation at high discharge currents"", M. Sc. Thesis, NASA CR-185238, 1990","Fig 30 p.65: Effects of discharge current and cathode configuration on cathode wall temperature Fig 33a p.69: Effects of discharge current and propellant flowrate on cathode internal pressure; Xenon cathode; 6.4 mm outer tube, 0.74 mm orifice diameter => 4.7 mm insert diameter; Lo is not specified so we set it as 1 mm; The cathode wall temperature is plotted with a single point for a flow rate; range of 180 to 550 mA; we consider that the wall temperature stays constant with flow rate (typically an acceptable assumption)."
272,Friedly,20.0,0.18,Xe,0.74,1.0,4.7,25.4,120.0,,1421.73,,13.966,,,,,,"V. J. Friedly, ""Hollow cathode operation at high discharge currents"", M. Sc. Thesis, NASA CR-185238, 1990","Fig 30 p.65: Effects of discharge current and cathode configuration on cathode wall temperature Fig 33a p.69: Effects of discharge current and propellant flowrate on cathode internal pressure; Xenon cathode; 6.4 mm outer tube, 0.74 mm orifice diameter => 4.7 mm insert diameter; Lo is not specified so we set it as 1 mm; The cathode wall temperature is plotted with a single point for a flow rate; range of 180 to 550 mA; we consider that the wall temperature stays constant with flow rate (typically an acceptable assumption)."
273,Friedly,25.0,0.18,Xe,0.74,1.0,4.7,25.4,120.0,,1512.12,,17.053,,,,,,"V. J. Friedly, ""Hollow cathode operation at high discharge currents"", M. Sc. Thesis, NASA CR-185238, 1990","Fig 30 p.65: Effects of discharge current and cathode configuration on cathode wall temperature Fig 33a p.69: Effects of discharge current and propellant flowrate on cathode internal pressure; Xenon cathode; 6.4 mm outer tube, 0.74 mm orifice diameter => 4.7 mm insert diameter; Lo is not specified so we set it as 1 mm; The cathode wall temperature is plotted with a single point for a flow rate; range of 180 to 550 mA; we consider that the wall temperature stays constant with flow rate (typically an acceptable assumption)."
